CLAIMNUM,STATE,CLASS,PAID
5758,STATE 01,C6 ,196.81
12250,STATE 15,C6 ,146.56
4100,STATE 15,C6 ,115.61
9524,STATE 15,C11,100
14375,STATE 13,C11,94.5
33617,STATE 15,C6 ,50
31880,STATE 02,C11,37.9
23339,STATE 03,C11,21986.1
120,STATE 15,C6 ,15128.09
16556,STATE 15,C6 ,14651.31
23675,STATE 15,C11,13068.69
4237,STATE 03,C11,10661.97
2020,STATE 02,C11,6754.81
28519,STATE 15,C11,6308.16
19882,STATE 12,C1 ,5071.99
7197,STATE 15,C1 ,4911.64
33150,STATE 15,C6 ,4894.66
9197,STATE 10,C1 ,4869.12
26383,STATE 15,C11,4809.52
5758,STATE 12,C6 ,4602.83
7217,STATE 06,C6 ,4502.15
24754,STATE 06,C1 ,4335.74
20071,STATE 07,C6 ,4114.24
479,STATE 04,C6 ,4033.65
9223,STATE 06,C6 ,3611.65
29273,STATE 15,C11,3604.81
7241,STATE 17,C6 ,3404.67
8771,STATE 15,C11,3057.71
22873,STATE 03,F6 ,3045.7
11456,STATE 04,F6 ,2983.13
22159,STATE 17,C11,2884.46
14633,STATE 15,C1 ,2805.09
16495,STATE 02,C6 ,2742.24
23471,STATE 15,C6 ,2591.33
9792,STATE 07,C6 ,2536.93
10997,STATE 15,C6 ,2529.89
25214,STATE 15,C6 ,2497.72
15429,STATE 15,C11,2473.5
7855,STATE 15,C11,2419.75
25137,STATE 15,C1 ,2382.7
9252,STATE 02,C11,2272.12
17157,STATE 15,C6 ,2266.97
5949,STATE 07,C11,2189.59
8673,STATE 15,F6 ,2008.04
18071,STATE 02,F6 ,1917.5
15599,STATE 17,C6 ,1897.25
7123,STATE 15,C6 ,1858.52
28089,STATE 06,C11,1830.94
4799,STATE 03,C6 ,1800.65
2092,STATE 15,C6 ,1712.42
20623,STATE 17,C6 ,1672.67
18765,STATE 06,C11,1658.12
22704,STATE 15,C11,1625.13
8822,STATE 14,F11,1597.37
15457,STATE 15,C6 ,1502.91
33468,STATE 06,C6 ,1465.08
25761,STATE 04,C11,1389.18
15589,STATE 07,C11,1356.31
412,STATE 10,C11,1347.74
31957,STATE 14,C6 ,1321.88
8400,STATE 01,F6 ,1321.7
31826,STATE 04,C11,1308
2492,STATE 12,C6 ,1307.37
8570,STATE 17,C11,1305
838,STATE 02,C11,1303.88
18089,STATE 15,C1 ,1294.47
30948,STATE 17,C6 ,1290.15
32798,STATE 15,C6 ,1281.3
19414,STATE 06,C6 ,1277.87
3532,STATE 04,C11,1233.72
12495,STATE 02,C6 ,1135
11713,STATE 15,C11,1109.37
13233,STATE 12,C6 ,1077.95
23098,STATE 17,C11,1072.58
29395,STATE 15,C6 ,1070.04
13718,STATE 17,C11,1002.7
30759,STATE 15,C6 ,981.86
9920,STATE 15,C6 ,980.83
26919,STATE 04,C11,958.41
2496,STATE 04,C11,954.54
14147,STATE 15,C6 ,929.82
28341,STATE 12,C6 ,843.98
18576,STATE 15,C11,817.62
33137,STATE 15,C6 ,774.78
3906,STATE 02,C6 ,766.39
8771,STATE 17,C6 ,728.2
29187,STATE 15,F6 ,712
31141,STATE 02,C11,699.5
22942,STATE 07,C6 ,695.16
10564,STATE 15,C6 ,647.34
6024,STATE 07,C6 ,640.23
11364,STATE 17,C11,636.65
32591,STATE 02,C11,634.48
2568,STATE 03,C1 ,614.62
15195,STATE 13,C6 ,603.23
3305,STATE 17,C11,601.69
10545,STATE 02,C1B,549.12
3257,STATE 17,F6 ,532.49
10758,STATE 12,C1 ,523
10960,STATE 15,C6 ,500
22766,STATE 02,C11,485.1
17397,STATE 01,C6 ,484.76
27790,STATE 04,C6 ,477.84
23191,STATE 15,C6 ,475
30670,STATE 15,C6 ,475
19414,STATE 03,C6 ,471.52
1607,STATE 15,C11,463.96
16709,STATE 02,C11,462.93
30384,STATE 04,C11,460.22
14458,STATE 15,C6 ,446.74
26918,STATE 15,C11,439.89
33778,STATE 17,C6 ,430.38
8354,STATE 02,C6 ,429.28
2958,STATE 15,C6 ,388.71
29218,STATE 10,F6 ,357.29
7218,STATE 17,C6 ,353.7
12598,STATE 14,F11,353.51
7197,STATE 15,C11,338.47
17417,STATE 02,F6 ,327.13
10997,STATE 15,C6 ,316.93
27714,STATE 02,C11,276.67
16453,STATE 15,C6 ,224.7
1470,STATE 02,C11,169.67
20717,STATE 15,C6 ,150.5
20940,STATE 15,C6 ,120.32
20071,STATE 01,C6 ,114.13
18353,STATE 13,C1 ,112.78
27812,STATE 04,C11,108.69
26338,STATE 17,C6 ,85
32118,STATE 15,F6 ,52.4
25150,STATE 02,C11,50
17539,STATE 15,C1 ,12698.8
32120,STATE 14,F6 ,12151.86
972,STATE 15,C6 ,10036.66
5020,STATE 15,C6 ,6250.84
2758,STATE 17,C11,6031.2
3974,STATE 03,C11,5941.02
18334,STATE 12,C6 ,5273.85
30431,STATE 15,C11,5186.82
27296,STATE 15,C6 ,4875.39
28137,STATE 15,C6 ,4474
27749,STATE 15,C6 ,4451.39
7855,STATE 02,C6 ,4164.34
8716,STATE 15,C11,4126.23
16295,STATE 15,C6 ,3998.3
34253,STATE 03,C11,3968.51
34253,STATE 06,C6 ,3895.6
22900,STATE 15,C11,3591.6
26506,STATE 02,F6 ,3549.9
2755,STATE 02,C6 ,3538.43
15369,STATE 17,C1 ,3392.58
28887,STATE 15,C6 ,3342.06
24692,STATE 15,C6 ,3103.18
250,STATE 12,C6 ,2783.42
10884,STATE 15,C11,2512.6
9172,STATE 04,C11,2412.71
17488,STATE 06,C6 ,2277.98
26869,STATE 15,C6 ,2264.59
7930,STATE 06,C1 ,2262.76
9273,STATE 04,C11,2180.01
20894,STATE 15,F6 ,2083.86
33455,STATE 02,C6 ,1988.29
1470,STATE 02,C11,1979.14
15436,STATE 15,C6 ,1879.51
2178,STATE 02,C6 ,1873.96
12510,STATE 03,F6 ,1792.54
26708,STATE 02,C1B,1745.82
23098,STATE 02,C11,1654.87
6976,STATE 04,F6 ,1607.6
11301,STATE 13,F6 ,1543.36
17363,STATE 17,C6 ,1536.05
31408,STATE 15,C6 ,1475.44
21841,STATE 15,C6 ,1436
12581,STATE 02,C6 ,1424.44
10606,STATE 02,C6 ,1403.26
32330,STATE 01,F6 ,1395.58
12581,STATE 01,C11,1342.83
13233,STATE 15,C6 ,1285
18233,STATE 15,C6 ,1278.57
34122,STATE 02,C11,1238
9437,STATE 14,C11,1208.67
16794,STATE 04,C11,1206.5
31880,STATE 02,C6 ,1180.56
33047,STATE 07,C6 ,1130
10993,STATE 15,C11,1081.71
21970,STATE 02,F6 ,1074.87
29273,STATE 03,C1 ,1033.84
10997,STATE 02,C11,1013.81
8300,STATE 15,C11,1013.34
25137,STATE 12,C11,964.72
31584,STATE 02,C1 ,950
12670,STATE 17,C6 ,921.86
21533,STATE 10,C6 ,886.31
6936,STATE 12,C6 ,884
22361,STATE 15,C6 ,877.43
30306,STATE 15,C11,815.8
3257,STATE 06,C6 ,797.07
30384,STATE 15,C6 ,790.84
27813,STATE 01,C6 ,782.38
26562,STATE 07,C6 ,733
19264,STATE 06,C1 ,692.12
28954,STATE 15,C6 ,684.72
20050,STATE 15,C6 ,671.59
21426,STATE 02,C6 ,655
29187,STATE 07,C6 ,638.17
12902,STATE 15,C11,610
12785,STATE 15,C6 ,601.29
32118,STATE 15,C6 ,598.48
7704,STATE 15,C11,560
9134,STATE 15,C6 ,556.89
2838,STATE 15,C11,543.62
34035,STATE 02,C11,541.02
16703,STATE 02,C11,522.31
21970,STATE 15,F6 ,508.83
32207,STATE 14,C6 ,498.9
30799,STATE 15,C6 ,471.2
13818,STATE 02,C11,464.58
24385,STATE 02,C6 ,457.11
21215,STATE 17,C6 ,446.94
28463,STATE 04,C11,438.34
11590,STATE 04,C11,435.98
14351,STATE 01,C6 ,422.3
15704,STATE 04,C6 ,420.31
18847,STATE 15,C6 ,410.21
11936,STATE 06,C1 ,394.82
5718,STATE 15,C1 ,375
13143,STATE 04,C11,361.37
19686,STATE 02,C11,361.02
14740,STATE 17,C6 ,350.95
31752,STATE 17,C6 ,335.83
10117,STATE 03,C11,298.36
19998,STATE 04,C11,296.6
19933,STATE 15,F6 ,280
6419,STATE 02,C11,268.92
10206,STATE 15,F6 ,264.6
22002,STATE 02,C6 ,243.14
14141,STATE 06,C6 ,202.04
3677,STATE 02,C6 ,200
32013,STATE 04,C6 ,171.7
16924,STATE 06,C6 ,149.04
12185,STATE 07,C6 ,134.04
18822,STATE 14,F6 ,60
97,STATE 04,C2 ,40
32751,STATE 15,C11,39.07
17098,STATE 01,C6 ,26.42
26798,STATE 15,C11,11624.51
2054,STATE 15,C1 ,5778.48
829,STATE 02,C11,5107
23431,STATE 02,F6 ,4537.4
23523,STATE 06,C6 ,4314.82
6024,STATE 15,C6 ,4156.17
24933,STATE 15,C11,3907
24975,STATE 02,C11,3759.64
30384,STATE 14,F6 ,3758.66
24933,STATE 15,C6 ,3685.6
2846,STATE 15,C6 ,3680.74
28089,STATE 14,C11,3633.92
28157,STATE 07,C6 ,3454.22
24258,STATE 13,C1 ,3203.35
21976,STATE 15,C1B,3184.84
12902,STATE 02,C6 ,3138.2
1314,STATE 02,C1B,3094.47
7671,STATE 02,C1 ,3060.69
5758,STATE 15,C11,2879.38
7107,STATE 15,C6 ,2773.29
28463,STATE 15,C6 ,2329.88
8647,STATE 15,C6 ,2227.87
28310,STATE 15,C6 ,2171.93
12767,STATE 15,C6 ,2137.81
14831,STATE 02,C6 ,2112.41
18576,STATE 02,C11,2095.09
5748,STATE 15,C6 ,2084
4935,STATE 15,C11,2017.45
32182,STATE 15,F6 ,2000
23279,STATE 15,C11,1915.77
11064,STATE 02,C11,1836.79
3252,STATE 02,C6 ,1759.52
14147,STATE 15,C11,1727.85
33498,STATE 06,C1 ,1700
22766,STATE 06,C6 ,1644.11
9331,STATE 10,C11,1606.83
3939,STATE 01,C6 ,1550
16795,STATE 13,F1 ,1539.82
26572,STATE 15,C11,1470.35
23984,STATE 14,C11,1447.24
25235,STATE 17,C11,1367.93
27954,STATE 15,C6 ,1354.81
15848,STATE 15,C6 ,1344.7
19964,STATE 02,C6 ,1321.42
26919,STATE 15,C1 ,1271.55
23279,STATE 02,C6 ,1252.25
20135,STATE 15,C6 ,1250.04
775,STATE 04,C11,1232.67
13,STATE 17,C11,1229.01
33451,STATE 01,C6 ,1194.26
4296,STATE 15,C6 ,1160.56
10895,STATE 01,F6 ,1145.85
7138,STATE 15,C1 ,1145.34
17488,STATE 10,C11,1138.5
32259,STATE 15,C6 ,1093.31
18255,STATE 06,C6 ,1063.48
28209,STATE 15,C11,1048.43
33513,STATE 02,C11,1046.07
2159,STATE 04,C11,1040
23129,STATE 12,C6 ,1011.24
3510,STATE 13,C11,1010.94
2027,STATE 17,C6 ,910.38
25406,STATE 02,C6 ,897.27
24754,STATE 04,C6 ,885.34
18089,STATE 15,C1 ,862.83
1740,STATE 15,C1 ,836.97
30436,STATE 15,C6 ,809.6
12545,STATE 04,C11,802.51
14614,STATE 14,C11,781.14
8748,STATE 15,C6 ,768.02
23658,STATE 10,C11,759.55
5685,STATE 15,C6 ,750
11933,STATE 15,F11,744.2
9555,STATE 07,C6 ,714.16
3384,STATE 15,C6 ,713.52
9304,STATE 15,C11,700
31826,STATE 15,C6 ,698.14
14141,STATE 07,C6 ,686.13
22108,STATE 07,C6 ,675
6323,STATE 03,C11,657.75
20945,STATE 03,C6 ,652.98
3257,STATE 15,C6 ,644.49
15143,STATE 03,F6 ,617.89
17841,STATE 15,C1B,604.45
32120,STATE 12,C6 ,593.94
2023,STATE 15,C1 ,585.79
18773,STATE 15,C11,575.36
19423,STATE 04,C11,569.33
33466,STATE 10,F6 ,562.88
4409,STATE 17,C6 ,562.32
12091,STATE 15,F11,562.32
10206,STATE 15,C1 ,555.34
12474,STATE 02,C1 ,542.39
6105,STATE 15,C6 ,533.11
972,STATE 15,C11,528.09
15548,STATE 15,C6 ,497.62
24574,STATE 14,C6 ,477
4562,STATE 02,C11,459.1
29561,STATE 15,C6 ,443.92
15548,STATE 17,C6 ,438.42
14995,STATE 06,C6 ,435.5
20471,STATE 15,C6 ,426.21
29857,STATE 02,F6 ,424.13
24772,STATE 12,C6 ,387.3
5382,STATE 04,C11,380.14
13013,STATE 03,C11,375.85
29962,STATE 02,C11,369.68
17185,STATE 01,C1 ,366.8
10256,STATE 15,C6 ,365.9
17840,STATE 15,C1 ,365
28329,STATE 06,C6 ,337.3
24772,STATE 02,C6 ,335.92
34253,STATE 01,C11,317.2
11590,STATE 01,C6 ,279.52
2958,STATE 01,C6 ,265.25
8509,STATE 07,C11,253.75
97,STATE 15,C6 ,250
2939,STATE 03,C1 ,242.1
9661,STATE 15,C6 ,242.04
1840,STATE 17,C11,223.77
32228,STATE 03,F6 ,184.39
3902,STATE 02,F6 ,176.57
20677,STATE 02,F6 ,148.65
23471,STATE 17,F6 ,142.29
10226,STATE 15,C1 ,136.49
5718,STATE 15,C6 ,127.32
9524,STATE 15,C6 ,98.5
5382,STATE 04,C6 ,9270.85
152,STATE 04,F6 ,6317.26
14908,STATE 02,C6 ,5700.37
33883,STATE 15,C6 ,5340.71
7005,STATE 15,C6 ,4880.68
28148,STATE 06,C11,4408.88
14279,STATE 15,F6 ,4222.4
10288,STATE 06,C6 ,4184.46
4517,STATE 02,C6 ,4082.49
32259,STATE 15,C6 ,4061.29
27786,STATE 02,C1 ,3877.24
15680,STATE 02,C6 ,3748.89
29169,STATE 02,F6 ,3744.25
23385,STATE 03,C6 ,3502.5
3546,STATE 15,C6 ,3144.21
2092,STATE 01,C6 ,3099.64
26748,STATE 15,C6 ,2973.95
34085,STATE 15,C6 ,2950.93
32944,STATE 04,C11,2936.81
29193,STATE 15,C11,2922.24
17985,STATE 02,C1 ,2808.92
20301,STATE 02,C6 ,2631.23
24295,STATE 04,C6 ,2612.16
18644,STATE 04,C6 ,2589.13
15218,STATE 01,F6 ,2532.61
11933,STATE 07,C6 ,2450.64
9082,STATE 02,C6 ,2310.7
30919,STATE 15,C6 ,2294.04
20167,STATE 02,C6 ,2200
22537,STATE 02,C6 ,2172
3921,STATE 15,C1 ,2154.02
33054,STATE 15,C11,2126.38
4695,STATE 04,C11,2049.36
3465,STATE 02,C6 ,1941
4248,STATE 17,C6 ,1846.1
15791,STATE 07,C6 ,1807.01
18298,STATE 15,C6 ,1688.78
29167,STATE 15,C6 ,1661.77
18501,STATE 15,C6 ,1655.12
24487,STATE 15,C6 ,1622.86
10895,STATE 15,C6 ,1531.05
11363,STATE 12,C6 ,1530.85
8529,STATE 02,F6 ,1503.97
28195,STATE 15,C6 ,1491.06
13334,STATE 01,C6 ,1439.9
9653,STATE 15,C6 ,1421.18
96,STATE 03,C6 ,1298.34
9203,STATE 02,C6 ,1270.9
17707,STATE 15,C6 ,1253.3
10606,STATE 14,C6 ,1225.7
23675,STATE 07,C11,1201.93
15931,STATE 15,C1B,1196.69
16709,STATE 15,C6 ,1178.9
2568,STATE 07,C6 ,1155.36
10117,STATE 17,C6 ,1132.08
12980,STATE 15,C1B,1126.5
8846,STATE 04,C6 ,1118.91
942,STATE 15,C6 ,1053.29
24251,STATE 06,C1 ,1042.1
829,STATE 06,C6 ,994.41
7776,STATE 17,C6 ,980.44
2958,STATE 15,C11,918.29
23922,STATE 15,C6 ,911.34
21504,STATE 15,F6 ,905.62
31050,STATE 15,F11,887.51
2314,STATE 04,C7 ,876.39
17885,STATE 02,C11,871.18
11914,STATE 15,C6 ,843.91
24090,STATE 12,C11,818.01
6593,STATE 15,C6 ,815
2349,STATE 15,C6 ,762.72
17933,STATE 15,C6 ,755.9
13818,STATE 10,C6 ,749.64
21632,STATE 15,C6 ,741.49
9582,STATE 02,C11,735.27
15369,STATE 15,C6 ,726.19
9437,STATE 17,C1 ,725.71
26677,STATE 03,C6 ,722.02
7477,STATE 15,C11,716.96
10308,STATE 15,C11,714.05
32118,STATE 04,C6 ,710.94
32026,STATE 01,C6 ,708.22
71,STATE 04,C6 ,694.8
17098,STATE 10,C11,684.29
20135,STATE 15,C11,672.53
26347,STATE 15,C11,648.06
25283,STATE 15,C11,648.06
28368,STATE 03,C11,628.74
13608,STATE 15,C6 ,625.1
19998,STATE 15,C6 ,615.44
19826,STATE 04,F6 ,601.29
33591,STATE 15,C2 ,593.46
14101,STATE 03,C11,581.34
1366,STATE 06,C6 ,575.93
22838,STATE 04,F6 ,554.27
29395,STATE 02,C11,552.07
26383,STATE 17,F6 ,550.2
7779,STATE 02,C1 ,538.08
18318,STATE 15,C11,529.18
25283,STATE 15,C11,516.81
27551,STATE 15,C6 ,513.42
25659,STATE 15,C6 ,481.31
21562,STATE 15,C1 ,476.64
18563,STATE 15,C6 ,475.84
21942,STATE 02,C11,449.24
29683,STATE 02,C11,436.66
11258,STATE 02,C1B,393.64
27749,STATE 06,C6 ,383.88
3874,STATE 01,C7 ,365.23
4562,STATE 15,C6 ,364.53
640,STATE 06,C6 ,355.59
20864,STATE 02,C11,329.17
2309,STATE 15,C6 ,328.79
33265,STATE 15,C6 ,320.41
15414,STATE 15,C11,312.7
29440,STATE 04,C6 ,305.85
25406,STATE 03,C6 ,302.54
18819,STATE 02,C6 ,300
2159,STATE 15,C6 ,278.6
8428,STATE 02,C11,278.55
7671,STATE 03,C71,256.32
4935,STATE 02,C11,250.35
17144,STATE 03,C11,248.68
33033,STATE 15,C6 ,244.7
14084,STATE 15,C6 ,243.44
7981,STATE 10,F1 ,240.9
9546,STATE 03,C6 ,236.2
23431,STATE 06,C6 ,235.92
17737,STATE 06,C6 ,222.53
7123,STATE 12,C6 ,216.14
20990,STATE 10,C6 ,200.39
15931,STATE 04,C6 ,192.87
33298,STATE 07,C11,152.71
11199,STATE 06,C1 ,131
33054,STATE 15,C6 ,84.08
11117,STATE 02,F6 ,49.95
16842,STATE 15,C11,28.46
6419,STATE 02,C11,15096.47
96,STATE 03,C11,13058.85
33498,STATE 06,C6 ,9366.59
18157,STATE 15,F6 ,7777.69
15369,STATE 03,C6 ,6950.54
22962,STATE 02,F6 ,6297.15
20167,STATE 02,F6 ,6233.63
7981,STATE 02,C11,6129.28
15990,STATE 02,C6 ,5844.67
24228,STATE 15,C6 ,5816.51
13930,STATE 15,C6 ,5519.14
2013,STATE 04,C6 ,5203.42
11461,STATE 15,C6 ,5169.76
27405,STATE 12,C7B,5145.57
11195,STATE 02,C6 ,4578.06
13991,STATE 01,F11,4489.12
1530,STATE 17,C6 ,4317.72
17098,STATE 17,C11,4316.14
30033,STATE 15,C11,4063.07
18950,STATE 15,C6 ,4023.74
12701,STATE 17,C6 ,3990
2023,STATE 02,C6 ,3959.08
13334,STATE 04,C6 ,3274.13
25283,STATE 04,C1 ,2930
27202,STATE 04,C6 ,2805.41
9827,STATE 12,C11,2779.44
31050,STATE 02,C11,2437.85
34220,STATE 15,C1B,2380.84
3443,STATE 06,C6 ,2353.86
25383,STATE 10,C6 ,2342.02
17163,STATE 02,C11,2257.08
4562,STATE 15,C6 ,2224.66
2896,STATE 15,C11,2143.11
13957,STATE 04,C11,2112.46
33150,STATE 15,F6 ,2103.54
32510,STATE 15,C6 ,2100
34166,STATE 06,C6 ,2069.15
21291,STATE 15,C6 ,2000
30557,STATE 15,C11,1904.4
21839,STATE 02,F6 ,1901.28
23072,STATE 15,C6 ,1806.66
14967,STATE 04,C11,1723.11
5547,STATE 17,C6 ,1694.26
8826,STATE 17,C6 ,1689.06
5340,STATE 03,C11,1599.08
17144,STATE 02,C6 ,1537.38
33033,STATE 15,F6 ,1536.55
16495,STATE 06,C6 ,1505
15954,STATE 15,C6 ,1500
25871,STATE 02,F6 ,1448.67
16353,STATE 10,C6 ,1386.41
25732,STATE 15,C6 ,1371.85
23471,STATE 12,C11,1276.36
25010,STATE 15,C11,1270.17
23020,STATE 17,F6 ,1264.44
33513,STATE 02,C6 ,1249.17
2388,STATE 15,C11,1235.67
3995,STATE 02,F6 ,1224.79
8941,STATE 06,C6 ,1203.81
1530,STATE 07,C11,1187.42
12598,STATE 02,C71,1173.79
27470,STATE 17,C2 ,1168.37
28310,STATE 03,C1 ,1113.74
3572,STATE 10,C6 ,1103.23
7586,STATE 15,C11,1100
19852,STATE 15,C6 ,1043.4
9224,STATE 01,C6 ,1035.13
20990,STATE 04,C6 ,1027.16
34166,STATE 02,C6 ,1021.64
13718,STATE 15,C6 ,1011.23
31858,STATE 15,C6 ,993.59
34050,STATE 15,C11,913.58
10606,STATE 02,C1 ,907.45
12847,STATE 02,C6 ,904.5
7217,STATE 15,F6 ,903
2002,STATE 14,C6 ,900
12544,STATE 15,C1 ,864.04
7999,STATE 15,C11,820.03
8686,STATE 14,F11,805.37
19627,STATE 17,C6 ,796.37
13608,STATE 15,C6 ,787.03
32637,STATE 07,C6 ,773.42
32351,STATE 06,C6 ,756.68
2009,STATE 15,C6 ,756.47
7930,STATE 15,C6 ,754.95
721,STATE 07,C11,737.92
25145,STATE 04,C11,730.41
28519,STATE 02,F6 ,723.51
9604,STATE 17,C6 ,704.92
29615,STATE 17,C6 ,700
29406,STATE 17,F6 ,667.91
5758,STATE 03,C6 ,644.9
19913,STATE 15,C6 ,605.8
251,STATE 15,F7 ,600
29406,STATE 12,C6 ,596.1
14105,STATE 06,C6 ,590.58
29075,STATE 15,C6 ,583.76
15931,STATE 15,C11,580.32
30557,STATE 15,C11,579.63
4202,STATE 17,C11,569.38
18847,STATE 07,C6 ,559.85
4517,STATE 04,C6 ,544.85
19264,STATE 13,C11,534.47
15932,STATE 02,C1A,520.43
25475,STATE 02,C6 ,500
8338,STATE 04,C6 ,495
12091,STATE 15,C11,474.16
11301,STATE 04,C11,449.12
16453,STATE 14,C1 ,426.54
7351,STATE 06,C1B,416.3
25435,STATE 15,C7 ,406.35
31383,STATE 07,C6 ,392
28331,STATE 15,C6 ,376.46
29167,STATE 15,C11,321.06
15511,STATE 15,C11,282.03
5928,STATE 15,C6 ,275.94
581,STATE 10,C6 ,265.08
10593,STATE 06,C6 ,253.55
15680,STATE 15,C6 ,248.3
7919,STATE 02,C1B,229.13
11117,STATE 13,C11,211.87
22886,STATE 02,C6 ,206.03
32798,STATE 14,C6 ,196.09
32026,STATE 14,C6 ,192.03
29609,STATE 14,C7 ,170.97
28987,STATE 04,C11,165.31
29857,STATE 03,C11,91.27
3305,STATE 15,C6 ,71.86
5382,STATE 10,C11,50
28784,STATE 15,C6 ,12261.67
3667,STATE 12,C6 ,8867.37
29558,STATE 17,C6 ,8787.5
23922,STATE 15,C6 ,7205.79
1743,STATE 15,C11,6441.62
640,STATE 10,C1 ,6013.74
27248,STATE 12,C11,5819.71
7218,STATE 03,C11,4903.68
25090,STATE 15,C1B,4804.22
1415,STATE 06,C6 ,4791.88
9793,STATE 10,C6 ,4634.09
2122,STATE 02,C11,4587.39
11030,STATE 01,F6 ,4229.61
15931,STATE 04,C6 ,4147.09
24311,STATE 01,F6 ,3887.19
34001,STATE 15,F6 ,3700
33173,STATE 02,C11,3394.17
26572,STATE 06,C1 ,3179.28
17985,STATE 12,C11,3171.66
19212,STATE 15,C6 ,3000
14262,STATE 17,C6 ,2893.53
28195,STATE 02,C11,2690.8
24692,STATE 15,C6 ,2631.19
162,STATE 15,C6 ,2627.61
31408,STATE 02,C11,2593
5547,STATE 17,C6 ,2503.09
8723,STATE 01,C6 ,2477.47
33185,STATE 06,C6 ,2403.63
2589,STATE 15,C11,2393.73
8716,STATE 17,F6 ,2391.88
33513,STATE 10,C1 ,2366.44
7605,STATE 06,C6 ,2282.76
2496,STATE 02,F6 ,2270.25
18913,STATE 15,C6 ,2249.34
16532,STATE 14,F71,2163
7694,STATE 15,C6 ,2143.02
8424,STATE 07,C6 ,2040
4780,STATE 15,C6 ,2026.3
30932,STATE 15,C6 ,2014.6
3792,STATE 02,C1 ,1916.21
24772,STATE 06,C6 ,1911.22
25693,STATE 13,C6 ,1901.01
16842,STATE 07,C11,1896.72
29295,STATE 17,C11,1773.94
31063,STATE 06,C11,1683.05
25214,STATE 15,C1 ,1673.91
31858,STATE 06,C11,1622.95
1996,STATE 15,C6 ,1591.4
19913,STATE 10,C71,1525.52
26372,STATE 17,C11,1477.61
18145,STATE 15,C11,1451.83
4248,STATE 04,C6 ,1411.83
33697,STATE 13,C11,1405.19
15528,STATE 02,C6 ,1396.28
13334,STATE 15,C2 ,1382.61
27405,STATE 15,C11,1327.69
12091,STATE 15,C6 ,1308.73
26239,STATE 10,C6 ,1211.21
13991,STATE 15,C1 ,1209.08
32556,STATE 10,C1 ,1170
6936,STATE 04,C11,1133.56
9197,STATE 03,C6 ,1120.14
5560,STATE 02,C6 ,1108.5
30588,STATE 15,F6 ,1105.04
32228,STATE 15,C11,1100.76
17791,STATE 02,C6 ,1095.92
21376,STATE 12,C1 ,1083.25
16605,STATE 04,C6 ,1077.67
26918,STATE 17,C6 ,1036.74
31880,STATE 15,C1B,1035.58
1415,STATE 15,C1A,986.12
25585,STATE 15,C6 ,984.11
15182,STATE 15,C6 ,978.43
23658,STATE 02,C11,972.45
25475,STATE 17,C6 ,961.89
30357,STATE 15,C6 ,932.41
16697,STATE 15,C6 ,904.23
26562,STATE 14,C1 ,893.56
18017,STATE 04,C6 ,893.03
9197,STATE 02,F6 ,855.15
2691,STATE 15,C6 ,843.69
25081,STATE 15,C7 ,841.85
2846,STATE 04,C6 ,838.57
272,STATE 17,C11,828.13
1154,STATE 15,C6 ,821.63
3921,STATE 07,C11,774.64
9546,STATE 02,C6 ,773.68
11117,STATE 17,C11,771.51
4116,STATE 06,C6 ,754.31
20000,STATE 06,C6 ,745.61
16295,STATE 15,C11,740.38
18400,STATE 14,C1 ,736.7
33882,STATE 04,C11,726.69
29837,STATE 15,C6 ,724.77
28519,STATE 15,C6 ,709.59
24772,STATE 15,C1 ,706.2
22933,STATE 06,C6 ,694.91
20990,STATE 07,C71,693.13
19264,STATE 04,C11,672.78
15551,STATE 15,C7 ,661.55
30683,STATE 06,C7 ,651.27
15457,STATE 15,C11,621.56
32532,STATE 02,C6 ,586.14
25475,STATE 04,C11,584.83
22730,STATE 15,C11,579.85
25602,STATE 02,C6 ,564.93
30932,STATE 15,C6 ,564.05
23764,STATE 15,C6 ,551.78
34189,STATE 02,C11,549.77
11453,STATE 02,C6 ,540
29884,STATE 02,C11,539.08
18204,STATE 15,C11,537.65
6101,STATE 13,C6 ,522.94
32784,STATE 04,C6 ,516.06
31858,STATE 01,C11,505.2
34035,STATE 13,C1 ,503.49
32156,STATE 15,C6 ,500
26624,STATE 07,C6 ,497.85
25902,STATE 15,C11,495.81
27296,STATE 14,C6 ,492.69
28887,STATE 02,C11,491.63
28157,STATE 03,C11,485.84
14767,STATE 15,F6 ,480
9582,STATE 02,C11,471.9
28835,STATE 02,C11,471.19
19619,STATE 15,C1B,468.2
13412,STATE 15,C1 ,446.71
30483,STATE 04,C6 ,441.8
3562,STATE 15,C7 ,419.15
27039,STATE 06,C1B,403.3
21521,STATE 04,C6 ,398.99
9304,STATE 04,C11,398.1
1278,STATE 02,C6 ,384.97
15932,STATE 03,C6 ,378.57
20894,STATE 02,C1 ,375
28157,STATE 15,C11,365.89
19263,STATE 02,C6 ,359.83
25732,STATE 15,C6 ,358.7
17985,STATE 03,C11,348.09
2264,STATE 15,C11,346.63
5800,STATE 02,C11,343.15
28522,STATE 15,C11,339.72
9437,STATE 15,C1 ,337.78
6690,STATE 15,C6 ,336.83
3291,STATE 06,C6 ,294.83
4196,STATE 15,C2 ,284.54
6492,STATE 15,C6 ,228
30033,STATE 10,C11,221.3
32711,STATE 15,C11,196.14
3298,STATE 10,C6 ,177.6
16295,STATE 03,C6 ,177.42
2691,STATE 15,C1C,168.53
9047,STATE 02,C1 ,152.12
26379,STATE 04,C11,149.85
